"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @sol_pandas: Good Morning beautiful Solana People!!

#solana #nft #huffhuff https://t.co/JUaEYoJUDa",FALSE,0,NA,2021-12-04 13:39:54,FALSE,NA,"1467126518581063682",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AngkotJaya",3,TRUE,FALSE,NA,NA
"RT @sandstormmeetup: will #PlayToEarn gaming be affected by bear markets?

many currently believe in-game utility and gameplay will NOT be…",FALSE,0,NA,2021-12-04 13:39:53,FALSE,NA,"1467126513447600130",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GoTheSandboxGo",6,TRUE,FALSE,NA,NA
"@SolanaNFT_King @luckykittensnft Done sir, wish me luck
@marxo9090 @Andra4464 

#NFTGiveaway #SolanaNFT #Solana",FALSE,0,"SolanaNFT_King",2021-12-04 13:39:51,FALSE,"1466846452085362694","1467126506128166913","1458807235828944898","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AgusRofii8",0,FALSE,FALSE,NA,NA
"RT @CryptoJeans: 🎁🎁NEW GIVEAWAY - 1 #SOL WORTH $200+🎁🎁

RULES TO ENTER:

✅FOLLOW @KongzDistrict &amp; myself 

✅JOIN TELEGRAM: 
https://t.co/jK…",FALSE,0,NA,2021-12-04 13:39:47,FALSE,NA,"1467126490961612802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scorpioxcityx",984,TRUE,FALSE,NA,NA
"RT @vision_nft: @littlenoots Noot Nests now minting at .3 SOL @nootcity 🐧 Special deal for the first 10 people ! Mint 5 Nests get a Little…",FALSE,0,NA,2021-12-04 13:39:47,FALSE,NA,"1467126487216185349",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vision_nft",2,TRUE,FALSE,NA,NA
"RT @CompendiumFi: Needless to say, we're excited for the next few months.

Important Releases:
🗓️ Nov: Copy #Trading for @FTX_Official 
🗓️…",FALSE,0,NA,2021-12-04 13:39:47,FALSE,NA,"1467126487124180996",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hageshiihage1",11,TRUE,FALSE,NA,NA
"yes mom, this desk will allow me to buy me a Lamborghini in the future 🤑 #stealth #mint #solana",FALSE,0,NA,2021-12-04 13:39:45,FALSE,NA,"1467126480236916739",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SolaDesks",0,FALSE,FALSE,NA,NA
"I guess the stress from being hunted all the time got the best of our Police Chicken🤭

He seems to be calming his n… https://t.co/rT43Q5zDOy",FALSE,3,NA,2021-12-04 13:39:43,TRUE,NA,"1467126471122636811",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RRCNFT",0,FALSE,FALSE,NA,NA
"@TokenSherpa Nice to have you join this campaign, I hope you have a better future ahead of you.

@Farhana1177… https://t.co/wgpRVswoGk",FALSE,0,"TokenSherpa",2021-12-04 13:39:43,TRUE,"1466812882163748868","1467126470774431747","1462211694071934980","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","George3809",0,FALSE,FALSE,NA,NA
"@SollySolana Great project, Best team, mighty ecosystem.
We are fully ready, SSO is ready for the future.🚀… https://t.co/Y0bZPgRIk2",FALSE,0,"SollySolana",2021-12-04 13:39:42,TRUE,"1467108410655186947","1467126467234611202","1464848857502781444","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StellaStell9",0,FALSE,FALSE,NA,NA
